Gene loci,Bprom,DeepTFactor
BPSL0904, Number of predicted promoters -0,False
BPSL0905, Number of predicted promoters -0,False
BPSL0906, Number of predicted promoters -1,False
BPSL0907, Number of predicted promoters -1,False
BPSL0908, Number of predicted promoters -1,False
BPSL0909, Number of predicted promoters -0,False
BPSL0910, Number of predicted promoters -0,False
BPSL0911, Number of predicted promoters -1,False
BPSL0912, Number of predicted promoters -2,False
BPSL0913, Number of predicted promoters -1,False
BPSL0914, Number of predicted promoters -1,False
BPSL0915, Number of predicted promoters -0,False
BPSL0916, Number of predicted promoters -0,False
BPSL0917, Number of predicted promoters -0,False
BPSL0918, Number of predicted promoters -1,False
BPSL0919, Number of predicted promoters -1,False
BPSL0919A, Number of predicted promoters -1,False
BPSL0920, Number of predicted promoters -1,False
BPSL0921, Number of predicted promoters -0,False
BPSL0922, Number of predicted promoters -0,False
BPSL0923, Number of predicted promoters -1,False
BPSL0924, Number of predicted promoters -1,False
BPSL0925, Number of predicted promoters -0,False
BPSL0926, Number of predicted promoters -1,False
BPSL0927, Number of predicted promoters -1,False
BPSL0928, Number of predicted promoters -1,False
BPSL0929, Number of predicted promoters -1,False
BPSL0930, Number of predicted promoters -1,False
BPSL0931, Number of predicted promoters -0,False
BPSL0932, Number of predicted promoters -2,True
BPSL0933, Number of predicted promoters -2,True
BPSL0934, Number of predicted promoters -2,False
BPSL0935, Number of predicted promoters -0,False
BPSL0936, Number of predicted promoters -0,False
BPSL0937, Number of predicted promoters -1,False
BPSL0938, Number of predicted promoters -1,True
BPSL0939, Number of predicted promoters -2,True
BPS_RS04965, Number of predicted promoters -1,False
BPSL0940, Number of predicted promoters -1,False
BPSL0941, Number of predicted promoters - 10,False
BPSL0942, Number of predicted promoters -5,False
BPSL0943, Number of predicted promoters -1,True
BPSL0944, Number of predicted promoters -2,False
BPSL0945, Number of predicted promoters -4,False
BPSL0946, Number of predicted promoters -2,False
BPSL0947, Number of predicted promoters -3,False
BPSL0948, Number of predicted promoters -3,False
BPSL0949, Number of predicted promoters -2,False
BPSL0950, Number of predicted promoters -1,pseudogene
BPSL0952, Number of predicted promoters -1,False
BPSL0953, Number of predicted promoters -1,False
BPSL0955, Number of predicted promoters -2,True
BPSL0956, Number of predicted promoters -2,False
BPSL0957, Number of predicted promoters -0,False
BPSL0958, Number of predicted promoters -0,False
BPSL0959, Number of predicted promoters -0,False
BPSL0960, Number of predicted promoters -0,False
BPSL0961, Number of predicted promoters -1,False
BPSL0962, Number of predicted promoters -0,False
BPSL0963, Number of predicted promoters -1,False
BPSL0964, Number of predicted promoters -1,False
BPSL0965, Number of predicted promoters -1,False
BPSL0966, Number of predicted promoters -0,False
BPSL0967, Number of predicted promoters -0,False
BPSL0968, Number of predicted promoters -1,False
BPSL0969, Number of predicted promoters -1,False
BPSL0970, Number of predicted promoters -2,True
BPSL0971, Number of predicted promoters -1,False
BPSL0972, Number of predicted promoters -0,False
BPSL0973, Number of predicted promoters -1,False
BPSL0974, Number of predicted promoters -1,False
BPSL0975, Number of predicted promoters -1,False
BPSL0976, Number of predicted promoters -1,False
BPSL0977, Number of predicted promoters -0,False
BPSL0978, Number of predicted promoters -0,False
BPSL0979, Number of predicted promoters -0,False
BPSL0980, Number of predicted promoters -0,False
BPSL0981, Number of predicted promoters -0,False
BPSL0982, Number of predicted promoters -1,False
BPSL0983, Number of predicted promoters -0,False
BPSL0984, Number of predicted promoters -0,False
BPSL0985, Number of predicted promoters -0,False
BPSL0986, Number of predicted promoters -1,False
BPSL0987, Number of predicted promoters -1,False
BPSL0988, Number of predicted promoters -2,False
BPSL0989, Number of predicted promoters -2,False
BPSL0990, Number of predicted promoters -0,False
BPSL0991, Number of predicted promoters -0,False
BPSL0992, Number of predicted promoters -0,False
BPSL0993, Number of predicted promoters -1,False
BPSL0994, Number of predicted promoters -1,False
BPSL0995, Number of predicted promoters -1,False
BPSL0996, Number of predicted promoters -0,False
BPSL0997, Number of predicted promoters -1,False
BPSL0998, Number of predicted promoters -2,False
BPSL0999, Number of predicted promoters -1,False
BPSL1000, Number of predicted promoters -1,False
BPSL1001, Number of predicted promoters -1,False
BPSL1002, Number of predicted promoters -1,False
BPSL1003, Number of predicted promoters -1,False
BPSL1004, Number of predicted promoters -0,False
BPSL1005, Number of predicted promoters -0,False
BPSL1006, Number of predicted promoters -1,False
BPSL1007, Number of predicted promoters -0,False
BPSL1008, Number of predicted promoters -0,False
BPSL1009, Number of predicted promoters -1,False
BPSL1010, Number of predicted promoters -1,False
BPSL1011, Number of predicted promoters -1,False
BPSL1012, Number of predicted promoters -1,False
BPS_RS05335, Number of predicted promoters -0,False
BPSL1013, Number of predicted promoters -1,False
BPSL1015, Number of predicted promoters -0,False
BPSL1016, Number of predicted promoters -1,False
BPSL1017, Number of predicted promoters -1,False
BPSL1018, Number of predicted promoters -1,False
BPSL1019, Number of predicted promoters -0,False
BPSL1020, Number of predicted promoters -2,False
BPSL1021, Number of predicted promoters -1,False
BPSL1022, Number of predicted promoters -0,False
BPS_RS05390, Number of predicted promoters -0,pseudogene
BPSL1023, Number of predicted promoters -1,False
BPSL1025, Number of predicted promoters -0,False
BPSL1026, Number of predicted promoters -0,False
BPSL1027, Number of predicted promoters -1,False
BPSL1028, Number of predicted promoters -2,False
BPSL1029, Number of predicted promoters -1,False
BPSL1030, Number of predicted promoters -1,False
BPSL1031, Number of predicted promoters -2,False
BPSL1032, Number of predicted promoters -1,False
BPSL1033, Number of predicted promoters -1,False
BPSL1034, Number of predicted promoters -1,False
BPSL1035, Number of predicted promoters -1,False
BPSL1036, Number of predicted promoters -1,True
BPSL1037, Number of predicted promoters -0,False
BPSL1038, Number of predicted promoters -1,False
BPS_RS31760, Number of predicted promoters -0,False
BPSL1039, Number of predicted promoters -1,False
BPSL1040, Number of predicted promoters -0,False
BPSL1042, Number of predicted promoters -0,False
BPSL1043, Number of predicted promoters -1,False
BPS_RS05490, Number of predicted promoters -1,False
BPSL1044, Number of predicted promoters -2,False
BPSL1045, Number of predicted promoters -0,False
BPSL1046, Number of predicted promoters -1,False
BPSL1048, Number of predicted promoters -0,False
BPSL1049, Number of predicted promoters -1,False
BPSL1050, Number of predicted promoters -1,False
BPSL1051, Number of predicted promoters -0,False
BPSL1053, Number of predicted promoters -0,False
BPSL1054, Number of predicted promoters -1,False
BPSL1055, Number of predicted promoters -0,False
BPSL1056, Number of predicted promoters -0,False
BPSL1057, Number of predicted promoters -0,False
BPSL1059, Number of predicted promoters -0,False
BPSL1060, Number of predicted promoters -1,False
BPSL1061, Number of predicted promoters -1,False
BPSL1062, Number of predicted promoters -1,False
BPSL1064, Number of predicted promoters -1,False
BPSL1065, Number of predicted promoters -3,False
BPSL1066, Number of predicted promoters -1,False
BPSL1067, Number of predicted promoters -0,False
BPSL1068, Number of predicted promoters -1,False
BPSL1069, Number of predicted promoters -1,False
BPSL1070, Number of predicted promoters -0,False
BPSL1071, Number of predicted promoters -0,False
BPSL1072, Number of predicted promoters -1,True
BPSL1073, Number of predicted promoters -1,False
BPSL1074, Number of predicted promoters -2,True
BPSL1075, Number of predicted promoters -1,False
BPSL1076, Number of predicted promoters -0,False
BPSL1078, Number of predicted promoters -1,False
BPS_RS05650, Number of predicted promoters -0,False
BPSL1079, Number of predicted promoters -0,False
BPSL1080, Number of predicted promoters -3,False
BPSL1081, Number of predicted promoters -0,False
BPSL1082, Number of predicted promoters -1,False
BPSL1083, Number of predicted promoters -1,True
BPSL1084, Number of predicted promoters -2,False
BPSL1085, Number of predicted promoters -1,False
BPSL1086, Number of predicted promoters -3,False
BPSL1087, Number of predicted promoters -1,False
BPSL1088, Number of predicted promoters -0,False
BPSL1089, Number of predicted promoters -0,False
BPSL1091, Number of predicted promoters -1,False
BPSL1092, Number of predicted promoters -1,False
BPSL1093, Number of predicted promoters -1,False
BPSL1094, Number of predicted promoters -1,False
BPSL1095, Number of predicted promoters -1,False
BPSL1096, Number of predicted promoters -0,False
BPSL1097, Number of predicted promoters -0,False
BPSL1098, Number of predicted promoters -1,False
BPSL1099, Number of predicted promoters -1,False
BPSL1100, Number of predicted promoters -1,False
BPSL1101, Number of predicted promoters -0,False
BPSL1102, Number of predicted promoters -1,False
BPSL1103, Number of predicted promoters -0,False
BPSL1104, Number of predicted promoters -1,False
BPSL1105, Number of predicted promoters -1,False
BPSL1106, Number of predicted promoters -1,False
BPSL1107, Number of predicted promoters -1,False
BPS_RS05795, Number of predicted promoters -1,False
BPSL1108, Number of predicted promoters -1,False
BPS_RS05805, Number of predicted promoters -0,False
BPSL1109, Number of predicted promoters -2,True
BPSL1110, Number of predicted promoters -1,False
BPSL1111, Number of predicted promoters -0,False
BPSL1112, Number of predicted promoters -0,False
BPSL1113, Number of predicted promoters -0,False
BPSL1114, Number of predicted promoters -2,False
BPSL1115, Number of predicted promoters -0,False
BPSL1116, Number of predicted promoters -0,False
BPSL1117, Number of predicted promoters -2,False
BPSL1118, Number of predicted promoters -3,False
BPSL1119, Number of predicted promoters -1,False
BPSL1120, Number of predicted promoters -1,False
BPSL1121, Number of predicted promoters -1,False
BPSL1122, Number of predicted promoters -2,False
BPSL1123, Number of predicted promoters -1,False
BPSL1124, Number of predicted promoters -2,False
BPSL1125, Number of predicted promoters -1,False
BPSL1126, Number of predicted promoters -0,False
BPSL1127, Number of predicted promoters -0,False
BPSL1128, Number of predicted promoters -1,False
BPSL1129, Number of predicted promoters -0,False
BPSL1130, Number of predicted promoters -0,False
BPSL1131, Number of predicted promoters -0,pseudogene
BPS_RS05930, Number of predicted promoters -0,False
BPSL1132, Number of predicted promoters -1,False
BPSL1133, Number of predicted promoters -0,False
BPSL1134, Number of predicted promoters -1,False
BPSL1135, Number of predicted promoters -0,False
BPSL1136, Number of predicted promoters -1,False
BPS_RS05960, Number of predicted promoters -0,False
BPSL1137, Number of predicted promoters -4,False
BPSL1138, Number of predicted promoters -2,False
BPSL1139, Number of predicted promoters -0,False
BPSL1140, Number of predicted promoters -2,False
BPSL1141, Number of predicted promoters -1,False
BPSL1142, Number of predicted promoters -1,False
BPSL1143, Number of predicted promoters -2,False
BPSL1144, Number of predicted promoters -1,False
BPSL1145, Number of predicted promoters -0,False
BPSL1146, Number of predicted promoters -0,False
BPSL1147, Number of predicted promoters -1,False
BPSL1148, Number of predicted promoters -0,False
BPSL1149, Number of predicted promoters -1,False
BPSL1150, Number of predicted promoters -1,False
BPSL1151, Number of predicted promoters -0,False
BPSL1152, Number of predicted promoters -1,False
BPSL1153, Number of predicted promoters -0,False
BPS_RS06050, Number of predicted promoters -0,False
BPSL1154, Number of predicted promoters -1,False
BPSL1155, Number of predicted promoters -1,False
BPSL1156, Number of predicted promoters -2,False
BPSL1157, Number of predicted promoters -3,False
BPSL1158, Number of predicted promoters -2,False
BPSL1159, Number of predicted promoters -1,False
BPSL1160, Number of predicted promoters -0,False
BPSL1161, Number of predicted promoters -0,False
BPSL1162, Number of predicted promoters -0,False
BPSL1163, Number of predicted promoters -1,False
BPSL1164, Number of predicted promoters -0,False
BPSL1165, Number of predicted promoters -2,True
BPS_RS06115, Number of predicted promoters -1,pseudogene
BPSL1166, Number of predicted promoters -1,False
BPSL1167, Number of predicted promoters -0,False
BPSL1168, Number of predicted promoters -0,False
BPSL1169, Number of predicted promoters -0,False
BPSL1170, Number of predicted promoters -0,False
BPSL1171, Number of predicted promoters -0,False
BPSL1172, Number of predicted promoters -0,False
BPSL1173, Number of predicted promoters -0,False
BPSL1174, Number of predicted promoters -2,False
BPSL1175, Number of predicted promoters -1,True
BPSL1176, Number of predicted promoters -1,False
BPSL1177, Number of predicted promoters -1,False
BPSL1178, Number of predicted promoters -1,False
BPSL1179, Number of predicted promoters -0,False
BPSL1180, Number of predicted promoters -1,False
BPSL1181, Number of predicted promoters -0,False
BPSL1182, Number of predicted promoters -0,False
BPSL1183, Number of predicted promoters -1,False
BPSL1184, Number of predicted promoters -1,False
BPSL1185, Number of predicted promoters -1,False
BPSL1186, Number of predicted promoters -0,False
BPSL1187, Number of predicted promoters -0,False
BPSL1188, Number of predicted promoters -1,False
BPSL1189, Number of predicted promoters -0,False
BPSL1190, Number of predicted promoters -1,False
BPSL1191, Number of predicted promoters -1,False
BPSL1192, Number of predicted promoters -0,False
BPSL1193, Number of predicted promoters -0,False
BPSL1194, Number of predicted promoters -0,False
BPSL1195, Number of predicted promoters -1,False
BPSL1196, Number of predicted promoters -3,False
BPSL1197, Number of predicted promoters -2,False
BPSL1198, Number of predicted promoters -0,False
BPSL1199, Number of predicted promoters -2,False
BPSL1200, Number of predicted promoters -0,False
BPSL1201, Number of predicted promoters -2,False
BPSL1202, Number of predicted promoters -1,False
BPSL1203, Number of predicted promoters -1,False
BPSL1204, Number of predicted promoters -0,False
BPS_RS06325, Number of predicted promoters -1,False
BPSL1205, Number of predicted promoters -1,False
BPSL1206, Number of predicted promoters -1,False
BPSL1207, Number of predicted promoters -1,False
BPSL1208, Number of predicted promoters -0,False
BPSL1209, Number of predicted promoters -1,False
BPSL1210, Number of predicted promoters -1,False
BPSL1211, Number of predicted promoters -2,False
BPSL1212, Number of predicted promoters -1,False
BPSL1213, Number of predicted promoters -0,False
BPSL1214, Number of predicted promoters -2,False
BPSL1215, Number of predicted promoters -1,False
BPSL1216, Number of predicted promoters -2,False
BPSL1217, Number of predicted promoters -1,False
BPSL1218, Number of predicted promoters -0,False
BPSL1219, Number of predicted promoters -1,False
BPSL1220, Number of predicted promoters -2,False
BPSL1221, Number of predicted promoters -1,False
BPSL1222, Number of predicted promoters -3,False
BPSL1223, Number of predicted promoters -3,False
BPSL1224, Number of predicted promoters -3,False
BPSL1225, Number of predicted promoters -1,False
BPSL1226, Number of predicted promoters -0,False
BPSL1227, Number of predicted promoters -2,False
BPSL1228, Number of predicted promoters -1,False
BPSL1229, Number of predicted promoters -0,False
BPSL1230, Number of predicted promoters -1,False
BPSL1231, Number of predicted promoters -0,False
BPSL1233, Number of predicted promoters -1,False
BPS_RS06475, Number of predicted promoters -0,False
BPSL1234, Number of predicted promoters -0,False
BPSL1235, Number of predicted promoters -0,False
BPSL1236, Number of predicted promoters -0,False
BPSL1237, Number of predicted promoters -0,False
BPSL1238, Number of predicted promoters -1,False
BPSL1239, Number of predicted promoters -2,False
BPSL1240, Number of predicted promoters -1,False
BPSL1241, Number of predicted promoters -1,False
BPSL1242, Number of predicted promoters -0,False
BPSL1243, Number of predicted promoters -1,False
BPSL1244, Number of predicted promoters -1,False
BPSL1245, Number of predicted promoters -2,True
BPSL1246, Number of predicted promoters -2,False
BPSL1247, Number of predicted promoters -2,False
BPSL1248, Number of predicted promoters -0,False
BPSL1249, Number of predicted promoters -1,True
BPSL1250, Number of predicted promoters -1,False
BPSL1251, Number of predicted promoters -1,True
BPSL1252, Number of predicted promoters -0,False
BPSL1253, Number of predicted promoters -1,False
BPSL1254, Number of predicted promoters -0,False
BPSL1256, Number of predicted promoters -1,False
BPSL1257, Number of predicted promoters -1,False
BPSL1258, Number of predicted promoters -1,False
BPSL1259, Number of predicted promoters -1,False
BPSL1260, Number of predicted promoters -1,False
BPSL1261, Number of predicted promoters -0,False
BPSL1262, Number of predicted promoters -0,False
BPSL1263, Number of predicted promoters -1,False
BPSL1264, Number of predicted promoters -1,False
BPSL1265, Number of predicted promoters -1,False
BPSL1266, Number of predicted promoters -1,False
BPSL1267, Number of predicted promoters -2,False
BPSL1268, Number of predicted promoters -1,False
BPSL1269, Number of predicted promoters -1,True
BPSL1270, Number of predicted promoters -1,False
BPSL1271, Number of predicted promoters -1,False
BPSL1272, Number of predicted promoters -1,False
BPSL1273, Number of predicted promoters -1,False
BPSL1274, Number of predicted promoters -1,False
BPSL1275, Number of predicted promoters -1,True
BPSL1276, Number of predicted promoters -1,False
BPSL1277, Number of predicted promoters -0,False
BPSL1278, Number of predicted promoters -1,False
BPSL1279, Number of predicted promoters -1,False
BPSL1280, Number of predicted promoters -1,False
BPS_RS06750, Number of predicted promoters -1,False
BPSL1281, Number of predicted promoters -2,False
BPSL1282, Number of predicted promoters -1,False
BPSL1283, Number of predicted promoters -2,False
BPSL1284, Number of predicted promoters -0,False
BPSL1285, Number of predicted promoters -1,False
BPSL1286, Number of predicted promoters -1,False
BPSL1287, Number of predicted promoters -2,False
BPSL1288, Number of predicted promoters -1,False
BPSL1289, Number of predicted promoters -1,False
BPSL1290, Number of predicted promoters -1,False
BPSL1291, Number of predicted promoters -1,False
BPSL1292, Number of predicted promoters -0,False
BPS_RS06815, Number of predicted promoters -0,False
BPSL1294, Number of predicted promoters -0,False
BPS_RS06825, Number of predicted promoters -1,False
BPSL1295, Number of predicted promoters -0,False
BPSL1296, Number of predicted promoters -1,False
BPSL1297, Number of predicted promoters -0,False
BPSL1298, Number of predicted promoters -1,False
BPSL1299, Number of predicted promoters -0,False
BPSL1300, Number of predicted promoters -1,False
BPSL1301, Number of predicted promoters -1,False
BPS_RS06865, Number of predicted promoters -0,False
BPS_RS06870, Number of predicted promoters -0,False
BPSL1302, Number of predicted promoters -0,False
BPSL1303, Number of predicted promoters -0,False
BPSL1304, Number of predicted promoters -0,True
BPSL1304A, Number of predicted promoters -0,False
BPSL1304B, Number of predicted promoters -2,False
BPSL1305, Number of predicted promoters -1,False
BPSL1306, Number of predicted promoters -2,False
BPSL1307, Number of predicted promoters -1,False
BPSL1308, Number of predicted promoters -0,False
BPSL1309, Number of predicted promoters -1,False
BPSL1310, Number of predicted promoters -1,False
BPSL1311, Number of predicted promoters -1,False
BPSL1312, Number of predicted promoters -1,False
BPSL1313, Number of predicted promoters -1,False
BPSL1314, Number of predicted promoters -1,False
BPSL1315, Number of predicted promoters -1,True
BPSL1316, Number of predicted promoters -1,False
BPSL1317, Number of predicted promoters -1,False
BPSL1318, Number of predicted promoters -0,False
BPSL1319, Number of predicted promoters -2,False
BPSL1320, Number of predicted promoters -1,False
BPSL1321, Number of predicted promoters -1,True
BPS_RS06985, Number of predicted promoters -0,False
BPSL1322, Number of predicted promoters -0,False
BPSL1323, Number of predicted promoters -1,False
BPS_RS32055, Number of predicted promoters -0,False
BPS_RS07005, Number of predicted promoters -0,False
BPSL1324, Number of predicted promoters -1,False
BPSL1325, Number of predicted promoters -0,False
BPS_RS07020, Number of predicted promoters -0,pseudogene
BPSL1326, Number of predicted promoters -0,True
BPSL1327, Number of predicted promoters -0,False
BPSL1328, Number of predicted promoters -1,False
BPSL1329, Number of predicted promoters -2,False
BPSL1330, Number of predicted promoters -0,False
BPSL1331, Number of predicted promoters -1,False
BPSL1332, Number of predicted promoters -0,False
BPSL1333, Number of predicted promoters -0,False
BPS_RS07065, Number of predicted promoters -1,False
BPSL1335, Number of predicted promoters -1,False
BPSL1336, Number of predicted promoters -1,False
BPS_RS07080, Number of predicted promoters -1,pseudogene
BPSL1337, Number of predicted promoters -1,False
BPSL1338, Number of predicted promoters -0,False
BPSL1339, Number of predicted promoters -0,False
BPSL1340, Number of predicted promoters -1,False
BPSL1341, Number of predicted promoters -0,False
BPSL1342, Number of predicted promoters -0,False
BPSL1343, Number of predicted promoters -1,False
BPSL1344, Number of predicted promoters -2,False
BPSL1345, Number of predicted promoters -1,False
BPSL1346, Number of predicted promoters -2,False
BPSL1347, Number of predicted promoters -1,False
BPSL1348, Number of predicted promoters -2,True
BPSL1349, Number of predicted promoters -0,False
BPSL1350, Number of predicted promoters -0,False
BPSL1351, Number of predicted promoters -2,False
BPSL1352, Number of predicted promoters -1,False
BPSL1353, Number of predicted promoters -0,False
BPSL1354, Number of predicted promoters -0,False
BPSL1355, Number of predicted promoters -2,False
BPSL1356, Number of predicted promoters -1,False
BPSL1357, Number of predicted promoters -1,False
BPSL1358, Number of predicted promoters -1,False
BPSL1359, Number of predicted promoters -1,False
BPSL1360, Number of predicted promoters -2,False
BPSL1361, Number of predicted promoters -0,False
BPSL1362, Number of predicted promoters -0,False
BPSL1363, Number of predicted promoters -0,False
BPSL1364, Number of predicted promoters -1,True
BPSL1365, Number of predicted promoters -1,False
BPSL1366, Number of predicted promoters -1,False
BPSL1367, Number of predicted promoters -3,False
BPS_RS07245, Number of predicted promoters -0,False
BPSL1369, Number of predicted promoters -0,False
BPSL1370, Number of predicted promoters -1,False
BPS_RS07260, Number of predicted promoters -1,False
BPSL1372, Number of predicted promoters -0,False
BPSL1373, Number of predicted promoters -2,False
BPSL1374, Number of predicted promoters -0,False
BPSL1375, Number of predicted promoters -1,False
BPS_RS31775, Number of predicted promoters -1,False
BPSL1377, Number of predicted promoters -1,False
BPSL1378, Number of predicted promoters -0,False
BPSL1379, Number of predicted promoters -1,False
BPSL1380, Number of predicted promoters -1,False
BPS_RS07310, Number of predicted promoters -1,False
BPS_RS07315, Number of predicted promoters -1,False
BPSL1381, Number of predicted promoters -1,False
BPSL1382, Number of predicted promoters -1,False
BPSL1383, Number of predicted promoters -1,False
BPSL1384, Number of predicted promoters -1,False
BPSL1385, Number of predicted promoters -2,False
BPSL1386, Number of predicted promoters -1,False
BPSL1387, Number of predicted promoters -0,pseudogene
BPSL1388, Number of predicted promoters -0,False
BPSL1389, Number of predicted promoters -1,False
BPSL1390, Number of predicted promoters -1,False
BPS_RS32060, Number of predicted promoters -1,False
BPSL1392, Number of predicted promoters -1,False
BPSL1393, Number of predicted promoters -2,False
BPS_RS07390, Number of predicted promoters -0,False
BPSL1394, Number of predicted promoters -1,False
BPSL1395, Number of predicted promoters -1,False
BPSL1396, Number of predicted promoters -1,False
BPSL1397, Number of predicted promoters -0,False
BPSL1398, Number of predicted promoters -1,True
BPSL1399, Number of predicted promoters -1,False
BPSL1400, Number of predicted promoters -1,True
BPSL1401, Number of predicted promoters -0,False
BPSL1402, Number of predicted promoters -3,False
BPSL1403, Number of predicted promoters -1,False
BPSL1404, Number of predicted promoters -2,False
BPSL1405, Number of predicted promoters -3,False
BPSL1406, Number of predicted promoters -0,False
BPSL1407, Number of predicted promoters -0,False
BPSL1408, Number of predicted promoters -1,pseudogene
BPSL1409, Number of predicted promoters -0,False
BPSL1410, Number of predicted promoters -2,False
BPSL1411, Number of predicted promoters -1,False
BPSL1412, Number of predicted promoters -2,False
BPSL1413, Number of predicted promoters -0,False
BPSL1414, Number of predicted promoters -1,False
BPSL1415, Number of predicted promoters -1,False
BPSL1416, Number of predicted promoters -1,False
BPSL1417, Number of predicted promoters -1,False
BPSL1418, Number of predicted promoters -2,False
BPSL1419, Number of predicted promoters -1,False
BPSL1420, Number of predicted promoters -1,False
BPSL1421, Number of predicted promoters -1,False
BPSL1422, Number of predicted promoters -1,False
BPSL1423, Number of predicted promoters -1,False
BPSL1424, Number of predicted promoters -1,False
BPSL1425, Number of predicted promoters -0,False
BPSL1426, Number of predicted promoters -1,False
BPSL1427, Number of predicted promoters -0,False
BPS_RS07575, Number of predicted promoters -0,False
BPSL1428, Number of predicted promoters -0,False
BPSL1429, Number of predicted promoters -0,False
BPSL1430, Number of predicted promoters -1,False
BPSL1431, Number of predicted promoters -2,False
BPSL1432, Number of predicted promoters -0,False
BPSL1433, Number of predicted promoters -0,False
BPSL1434, Number of predicted promoters -1,False
BPSL1435, Number of predicted promoters -1,False
BPSL1436, Number of predicted promoters -0,False
BPSL1437, Number of predicted promoters -0,False
BPSL1438, Number of predicted promoters -1,False
BPSL1439, Number of predicted promoters -0,False
BPSL1440, Number of predicted promoters -0,False
BPSL1441, Number of predicted promoters -1,False
BPSL1442, Number of predicted promoters -0,False
BPSL1443, Number of predicted promoters -0,False
BPSL1444, Number of predicted promoters -0,False
BPSL1445, Number of predicted promoters -2,False
BPSL1446, Number of predicted promoters -0,False
BPSL1447, Number of predicted promoters -1,False
BPSL1448, Number of predicted promoters -1,False
BPS_RS07690, Number of predicted promoters -0,False
BPSL1449, Number of predicted promoters -1,False
BPS_RS07700, Number of predicted promoters -1,False
BPSL1450, Number of predicted promoters -0,False
BPSL1451, Number of predicted promoters -0,False
BPSL1452, Number of predicted promoters -1,False
BPSL1453, Number of predicted promoters -2,True
BPSL1454, Number of predicted promoters -0,False
BPSL1455, Number of predicted promoters -1,False
BPSL1456, Number of predicted promoters -0,True
BPSL1457, Number of predicted promoters -0,False
BPSL1458, Number of predicted promoters -1,False
BPSL1459, Number of predicted promoters -0,False
BPSL1460, Number of predicted promoters -0,False
BPSL1461, Number of predicted promoters -1,False
BPSL1462, Number of predicted promoters -3,False
BPSL1463, Number of predicted promoters -1,False
BPSL1464, Number of predicted promoters -1,False
BPSL1465, Number of predicted promoters -1,False
BPSL1466, Number of predicted promoters -1,False
BPS_RS07795, Number of predicted promoters -0,False
BPSL1467, Number of predicted promoters -0,False
BPSL1468, Number of predicted promoters -1,False
BPS_RS07810, Number of predicted promoters -1,False
BPS_RS07815, Number of predicted promoters -1,False
BPSL1471, Number of predicted promoters -1,False
BPSL1472, Number of predicted promoters -1,False
BPSL1473, Number of predicted promoters -1,False
BPSL1474, Number of predicted promoters -0,False
BPSL1475, Number of predicted promoters -1,False
BPSL1476, Number of predicted promoters -0,False
BPSL1477, Number of predicted promoters -1,False
BPSL1478, Number of predicted promoters -0,True
BPSL1479, Number of predicted promoters -2,False
BPSL1480, Number of predicted promoters -1,False
BPSL1481, Number of predicted promoters -1,False
BPSL1482, Number of predicted promoters -2,False
BPSL1483, Number of predicted promoters -1,True
BPSL1484, Number of predicted promoters -2,False
BPSL1485, Number of predicted promoters -1,False
BPSL1486, Number of predicted promoters -1,False
BPSL1487, Number of predicted promoters -1,True
BPSL1488, Number of predicted promoters -0,False
BPSL1489, Number of predicted promoters -2,False
BPSL1490, Number of predicted promoters -1,False
BPSL1491, Number of predicted promoters -0,False
BPSL1492, Number of predicted promoters -1,False
BPSL1493, Number of predicted promoters -2,False
BPSL1494, Number of predicted promoters -1,True
BPSL1495, Number of predicted promoters -1,False
BPSL1497, Number of predicted promoters -0,False
BPSL1498, Number of predicted promoters -2,False
BPSL1499, Number of predicted promoters -1,False
BPSL1500, Number of predicted promoters -1,False
BPSL1501, Number of predicted promoters -0,False
BPSL1502, Number of predicted promoters -1,False
BPSL1503, Number of predicted promoters -1,False
BPSL1504, Number of predicted promoters -2,False
BPSL1505, Number of predicted promoters -1,True
BPSL1506, Number of predicted promoters -2,False
BPSL1507, Number of predicted promoters -0,False
BPSL1508, Number of predicted promoters -2,False
BPSL1509, Number of predicted promoters -1,False
BPSL1510, Number of predicted promoters -1,False
BPSL1511, Number of predicted promoters -1,False
BPSL1512, Number of predicted promoters -1,False
BPSL1513, Number of predicted promoters -0,False
BPSL1514, Number of predicted promoters -0,False
BPSL1515, Number of predicted promoters -0,False
BPSL1516, Number of predicted promoters -1,False
BPSL1517, Number of predicted promoters -1,False
BPSL1518, Number of predicted promoters -0,False
BPSL1519, Number of predicted promoters -2,False
BPSL1520, Number of predicted promoters -0,False
BPSL1521, Number of predicted promoters -1,False
BPSL1522, Number of predicted promoters -1,False
BPSL1523, Number of predicted promoters -0,False
BPSL1524, Number of predicted promoters -2,False
BPSL1525, Number of predicted promoters -2,False
BPS_RS08105, Number of predicted promoters -1,False
BPSL1526, Number of predicted promoters -1,False
BPS_RS08115, Number of predicted promoters -0,False
BPSL1527, Number of predicted promoters -1,False
BPSL1528, Number of predicted promoters -1,False
BPSL1529, Number of predicted promoters -1,False
BPSL1530, Number of predicted promoters -2,False
BPSL1531, Number of predicted promoters -1,False
BPSL1532, Number of predicted promoters -2,False
BPSL1533, Number of predicted promoters -1,False
BPSL1534, Number of predicted promoters -1,False
BPSL1535, Number of predicted promoters -1,False
BPSL1536, Number of predicted promoters -1,False
BPSL1537, Number of predicted promoters -1,False
BPSL1538, Number of predicted promoters -1,False
BPSL1539, Number of predicted promoters -1,False
BPSL1540, Number of predicted promoters -0,False
BPSL1541, Number of predicted promoters -0,False
BPSL1542, Number of predicted promoters -3,False
